# Wiktionary topic vocabulary, one row per headword: the word (multi-word phrases carry
# underscores, the written form the bundled WordNet resources use) and the union of topic
# labels across its senses, comma-separated. The dictionary saying which domains claim the
# word — membership is a vote's evidence, never a decision.
#
# Name: Wiktionary topic vocabulary
# Publisher: Wiktionary, through wiktextract at kaikki.org
# Kind: words
# Source: Wiktionary (https://en.wiktionary.org/), read from the wiktextract JSONL published
#   at kaikki.org (https://kaikki.org/dictionary/English/); Tatu Ylonen: "Wiktextract:
#   Wiktionary as Machine-Readable Structured Data", LREC 2022.
# Licence: this data file is derived from Wiktionary content and is distributed under
#   CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0/). The licence attaches to
#   this file, not to the code that reads or produced it.
# Generated by WiktionaryExtraction: 185768 words.
iteration	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
iteration_mark	human-sciences,linguistics,sciences
iterative	grammar,human-sciences,linguistics,sciences
iterative_aspect	grammar,human-sciences,linguistics,sciences
iterative_deepening_search	computer,computing,engineering,graph-theory,mathematics,natural-sciences,physical-sciences,science,sciences
iterative_evolution	biology,natural-sciences
iterative_programming	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
iterator	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
iterator_pattern	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,software
iteron	biology,genetics,medicine,natural-sciences,sciences
iteroparity	biology,natural-sciences
iteroparous	biology,natural-sciences
itfc	ball-games,games,hobbies,lifestyle,soccer,sports
ith	mathematics,sciences
ithm	Islam,lifestyle,religion
ithomiine	biology,natural-sciences,zoology
ithonid	biology,natural-sciences,zoology
ithyphallic	communications,journalism,literature,media,poetry,publishing,writing
ithyphallus	archaeology,history,human-sciences,sciences
itil	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
itinerance	natural-sciences,physical-sciences,physics
itive	grammar,human-sciences,linguistics,sciences
itm	business,card-games,finance,poker
itmr	astronomy,natural-sciences
itness	human-sciences,philosophy,sciences
ito	government,law-enforcement
itoigawaite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
itoite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
itokawa	astronomy,natural-sciences
itonia	human-sciences,mysticism,mythology,philosophy,sciences
itonias	human-sciences,mysticism,mythology,philosophy,sciences
itonis	human-sciences,mysticism,mythology,philosophy,sciences
itopride	medicine,pharmacology,sciences
itoyori	cooking,food,lifestyle
itraconazole	medicine,pharmacology,sciences
its	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,transport
itsm	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
itt	aeronautics,aerospace,aviation,business,cycling,engineering,hobbies,lifestyle,natural-sciences,physical-sciences,sports
ittihad	ball-games,games,hobbies,lifestyle,soccer,sports
ittnerite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
ittyon	natural-sciences,physical-sciences,physics
itu-t	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications
itylos	human-sciences,mysticism,mythology,philosophy,sciences
itylus	human-sciences,mysticism,mythology,philosophy,sciences
itys	human-sciences,mysticism,mythology,philosophy,sciences
itysl	broadcasting,media,television
it⁺⁶	entertainment,lifestyle,music
iu	medicine,pharmacology,sciences
iud	human-sciences,medicine,psychiatry,psychology,sciences
iudex_non_calculat	law
iugr	medicine,obstetrics,sciences
iugs	geography,geology,natural-sciences
iui	medicine,sciences
iul	business,finance,insurance
iupac	chemistry,natural-sciences,physical-sciences
iupac_name	chemistry,natural-sciences,physical-sciences
iura_novit_curia	law
iussi	biology,entomology,natural-sciences
iv	chemistry,computing,cryptography,engineering,mathematics,medicine,natural-sciences,physical-sciences,sciences,statistics
iva	medicine,sciences
ivabradine	medicine,pharmacology,sciences
ivain	chemistry,natural-sciences,organic-chemistry,physical-sciences
ivan_ivanovich	fiction,literature,media,publishing
ivankanomics	government,politics
ivaxillarane	chemistry,natural-sciences,organic-chemistry,physical-sciences
ivc	anatomy,medicine,sciences
ivermectin	medicine,pharmacology,sciences
iverson_bracket	mathematics,sciences
ivf	medicine,sciences
ivh	medicine,sciences
ivi	automotive,transport,vehicles
ivig	medicine,pharmacology,sciences
ivigtite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
ivis	automotive,transport,vehicles
ivorean	geography,geology,natural-sciences
ivorytype	arts,hobbies,lifestyle,photography
ivp	calculus,mathematics,sciences
ivpb	medicine,sciences
ivt	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
ivus	medicine,sciences
ivy_league	education,government,politics
iwahori-hecke_algebra	mathematics,sciences
iwakiite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
iwb	engineering,firearms,government,military,natural-sciences,physical-sciences,politics,tools,war,weaponry
iwf	business,finance
ix	medicine,sciences
ixazomib	medicine,sciences
ixekizumab	medicine,pharmacology,sciences
ixerbaceous	biology,botany,natural-sciences
ixilan	human-sciences,linguistics,sciences
ixiolite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
ixion	astronomy,human-sciences,mysticism,mythology,natural-sciences,philosophy,sciences
ixionian	human-sciences,mysticism,mythology,philosophy,sciences
ixionid	human-sciences,mysticism,mythology,philosophy,sciences
ixocutis	biology,mycology,natural-sciences
ixodid	biology,natural-sciences,taxonomy
ixodorhynchid	biology,natural-sciences,zoology
ixora	biology,botany,natural-sciences
ixoroside	chemistry,natural-sciences,organic-chemistry,physical-sciences
ixtab	human-sciences,mysticism,mythology,philosophy,sciences
ixv	ESA,aerospace,business,engineering,natural-sciences,physical-sciences,space-science
iyashikei	fiction,literature,media,publishing
iyt	nautical,sailing,transport
izafet	human-sciences,linguistics,sciences
izakaya	business,marketing
izanagi	Shinto,human-sciences,lifestyle,mysticism,mythology,philosophy,religion,sciences
izanami	Shinto,human-sciences,lifestyle,mysticism,mythology,philosophy,religion,sciences
izar	astronomy,natural-sciences
izhar	biblical,lifestyle,religion
izmirine	chemistry,natural-sciences,organic-chemistry,physical-sciences
iznikware	ceramics,chemistry,engineering,natural-sciences,physical-sciences
izoklakeite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
izori	government,hobbies,lifestyle,martial-arts,military,politics,sports,sumo,war,wrestling
izu-bonin-mariana_arc	geography,geology,natural-sciences
izumina	lifestyle
izuocha	lifestyle
izzle_fo_shizzle	dancing,hip-hop,hobbies,lifestyle,sports
i²c	computer-hardware,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j'adoube	board-games,chess,games
j'khand	journalism,media
j-core	entertainment,lifestyle,music
j-pop	entertainment,lifestyle,music
j-term	education
j.	law
j._random	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j._random_user	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j.d.	education
j.p.	law
j.p.m.l.	law
j/7	lifestyle
j/c	lifestyle
j/psi_particle	natural-sciences,physical-sciences,physics
j1	biology,genetics,medicine,natural-sciences,sciences
j1772	automotive,transport,vehicles
j2ee	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j2me	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j2re	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j2se	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
j6	government,politics
j6er	government,politics
j_receptor	medicine,physiology,sciences
ja	government,law,politics
jaali	architecture
jab	boxing,government,hobbies,lifestyle,martial-arts,military,politics,sports,war
jab_artist	boxing,government,hobbies,lifestyle,martial-arts,military,politics,sports,war
jabal	biblical,lifestyle,religion
jabarite	Islam,lifestyle,religion
jabisen	entertainment,lifestyle,music
jabo	dance,dancing,hobbies,lifestyle,sports
jaborine	chemistry,natural-sciences,organic-chemistry,physical-sciences
jaborosalactol	chemistry,natural-sciences,organic-chemistry,physical-sciences
jaborosalactone	chemistry,natural-sciences,organic-chemistry,physical-sciences
jabriyya	Islam,lifestyle,religion
jabroni	government,hobbies,lifestyle,martial-arts,military,politics,professional-wrestling,sports,war,wrestling
jacalin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
jacanid	biology,natural-sciences,ornithology
jacaranone	chemistry,natural-sciences,organic-chemistry,physical-sciences
jacaric	chemistry,natural-sciences,organic-chemistry,physical-sciences
jacaric_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
jaccard_distance	mathematical-analysis,mathematics,sciences,statistics
jaccard_index	mathematics,sciences,statistics
jachymovite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
jacindamania	government,politics
jack	arts,ball-games,baseball,business,card-games,crafts,cricket,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,games,glassblowing,hobbies,lifestyle,mining,natural-sciences,nautical,physical-sciences,physics,sports,transport
jack-in-the-box_effect	government,military,politics,war
jack-in-the-pulpit	games
jack-knife	diving,games,hobbies,lifestyle,mathematics,road,sciences,sports,statistics,transport
jack-of-the-dust	nautical,transport
jack_ashore	nautical,transport
jack_benny	card-games,poker
jack_block	nautical,transport
jack_dusty	nautical,transport
jack_in	business,computing,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,literature,mathematics,media,natural-sciences,physical-sciences,physics,publishing,science-fiction,sciences
jack_nasty-face	nautical,transport
jack_nut	engineering,mechanical-engineering,mechanics,natural-sciences,physical-sciences
jack_of_clubs	card-games,games
jack_of_diamonds	card-games,games
jack_of_spades	card-games,games
jack_plug	business,electrical-engineering,electricity,electromagnetism,energy,engineering,natural-sciences,physical-sciences,physics
jack_post	business,construction,manufacturing
jack_shalloo	government,military,naval,navy,politics,war
jack_strop	government,military,naval,navy,politics,war
jack_timber	architecture
jack_up	ball-games,basketball,games,hobbies,lifestyle,sports
jackalope	arts,folklore,history,human-sciences,literature,media,mysticism,mythology,philosophy,publishing,sciences
jackalsona	lifestyle
jackanapes	Christianity,business,mining
jackass	card-games,poker
jackass_battery	government,military,politics,war
jackass_cover	nautical,transport
jackcrosstree	nautical,transport
jacked_up	automotive,transport,vehicles
jacket	business,clothing,cooking,fashion,food,government,hobbies,law-enforcement,lifestyle,manufacturing,military,politics,sports,textiles,war
jacketed_hollow_point	engineering,firearms,government,military,natural-sciences,physical-sciences,politics,tools,war,weaponry
jacketed_soft_point	engineering,firearms,government,military,natural-sciences,physical-sciences,politics,tools,war,weaponry
jackhole	business,mining
jackintosh	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
jackknife	mathematics,sciences,statistics
jackless	engineering,natural-sciences,physical-sciences
jacklight	hobbies,hunting,lifestyle
jacklighting	hobbies,hunting,lifestyle
jackline	nautical,transport
jackman	hobbies,lifestyle,motor-racing,racing,sports
jackpot	business,forestry
jacks	card-games,games,poker
jackson-pratt_drain	medicine,sciences,surgery
jackson_derivative	mathematics,sciences
jackson_integral	mathematics,sciences
jacksonian	geography,geology,government,medicine,natural-sciences,pathology,politics,sciences
jacksonian_seizure	medicine,sciences
jackstaff	nautical,transport
jackstay	diving,hobbies,lifestyle,nautical,sports,transport,underwater-diving
jackstone_calculus	medicine,sciences
jackyard	nautical,transport
jacob	biblical,lifestyle,religion
jacob's_ladder	biblical,lifestyle,mathematics,nautical,religion,sciences,transport
jacob's_membrane	anatomy,medicine,sciences
jacob's_pillow	biblical,lifestyle,religion
jacob's_staff	geography,natural-sciences,surveying
jacobi_identity	mathematics,sciences
jacobi_polynomial	mathematics,sciences
jacobi_symbol	mathematics,number-theory,sciences
jacobian	calculus,mathematics,sciences
jacobian_conjecture	mathematics,sciences
jacobin	Christianity
jacobine	chemistry,natural-sciences,organic-chemistry,physical-sciences
jacobinical	government,politics
jacobite	Christianity
jacobs_bogie	rail-transport,railways,transport
jacobsite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
jacobson_nerve	anatomy,medicine,neuroanatomy,neurology,neuroscience,sciences
jacobson_radical	mathematics,sciences
jacobsoniid	biology,natural-sciences,zoology
jacoby_transfer	bridge,games
jacoline	chemistry,natural-sciences,organic-chemistry,physical-sciences
jaconine	chemistry,natural-sciences,organic-chemistry,physical-sciences
jacozine	chemistry,natural-sciences,organic-chemistry,physical-sciences
jacquesdietrichite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
jactitation	medicine,sciences
jactitation_of_marriage	law
jaculator	biology,botany,natural-sciences
jaculatory	lifestyle,religion
jacupirangite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
jad	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
jada	biblical,lifestyle,religion
jadarite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
jadding	business,mining
jade_emperor	human-sciences,mysticism,mythology,philosophy,sciences
jadeite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
jades	astronomy,natural-sciences
jadomycin	medicine,sciences
jaffa	ball-games,cricket,games,hobbies,lifestyle,sports
jaffeite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
